 0.20,  0.20, -0.20,  0.20, -0.15,  0.2
 0.20,  0.20, -0.20,  0.25, -0.15,  0.2
 0.20,  0.20, -0.20,  0.30, -0.15,  0.2
 0.20,  0.20, -0.20,  0.35, -0.15,  0.2
 0.00,  0.00,  0.00,  0.40, -0.15,  0.2
 0.00,  0.00,  0.00,  0.45, -0.15,  0.2
 0.00,  0.00,  0.00,  0.50, -0.15,  0.2
 0.50,  0.00,  0.00,  0.45, -0.15,  0.2
 0.00,  0.00,  0.00,  0.45, -0.15,  0.2
-0.50,  0.00,  0.00,  0.45, -0.15,  0.2
-1.00,  0.00,  0.00,  0.45, -0.15,  0.2
-1.50,  0.00,  0.00,  0.45, -0.15,  0.2
 0.00, -0.50,  0.00,  0.50,  0.00,  0.4
 0.00, -0.50, -0.25,  0.50, -0.07,  0.4
 0.00, -0.50, -0.50,  0.50, -0.15,  0.4
 0.00, -0.50, -0.75,  0.50, -0.22,  0.4 
 0.00, -0.50, -1.00,  0.50, -0.30,  0.4
 0.00,  0.13,  0.00,  0.50,  0.00,  0.337
 0.00,  0.13, -0.25,  0.50, -0.07,  0.337
 0.00,  0.13, -0.50,  0.50, -0.15,  0.337
 0.00,  0.13, -0.75,  0.50, -0.22,  0.337
 0.00,  0.13, -1.00,  0.50, -0.30,  0.337
 0.00,  0.25,  0.00,  0.50,  0.00,  0.275
 0.00,  0.25, -0.25,  0.50, -0.07,  0.275
 0.00,  0.25, -0.50,  0.50, -0.15,  0.275
 0.00,  0.25, -0.75,  0.50, -0.22,  0.275
 0.00,  0.25, -1.00,  0.50, -0.30,  0.275
 0.00,  0.63,  0.00,  0.50,  0.00,  0.213
 0.00,  0.63, -0.25,  0.50, -0.07,  0.213
 0.00,  0.63, -0.50,  0.50, -0.15,  0.213
 0.00,  0.63, -0.75,  0.50, -0.22,  0.213
 0.00,  0.63, -1.00,  0.50, -0.30,  0.213
 0.00,  1.00,  0.00,  0.50,  0.00,  0.15
 0.00,  1.00, -0.25,  0.50, -0.07,  0.15
 0.00,  1.00, -0.50,  0.50, -0.15,  0.15
 0.00,  1.00, -0.75,  0.50, -0.22,  0.15
 0.00,  1.00, -1.00,  0.50, -0.30,  0.15
 1.57, 0, -0.1,  0.40, -0.07,  0.4
 1.57, 0, -0.2,  0.40, -0.15,  0.4
 1.57, 0, -0.3,  0.40, -0.22,  0.4
 1.57, 0, -0.4,  0.40, -0.30,  0.4
 1.57, 0, -0.1,  0.40, -0.07,  0.337
 1.57, 0, -0.2,  0.40, -0.15,  0.337
 1.57, 0, -0.3,  0.40, -0.22,  0.337
 1.57, 0, -0.4,  0.40, -0.30,  0.337
 1.57, 0, -0.1,  0.40, -0.07,  0.275
 1.57, 0, -0.2,  0.40, -0.15,  0.275
 1.57, 0, -0.3,  0.40, -0.22,  0.275
 1.57, 0, -0.4,  0.40, -0.30,  0.275
